"","PID","Date","Start_Time","End_Time","Condition","Trial","Stimulus","Choice","IntBefore","IntAfter","ERQ_Supp","ERQ_Reapp","DERS","DERS_Nonaccept","DERS_Goals","DERS_Impulse","DERS_Awareness","DERS_Strategies","DERS_Clarity","IUS","IUS_F1","IUS_F2","Horror_Enjoy","Familiarity","Familiar_specific","Age","Gender_Identity","Sex","Race","Marital_Status","Edu_Num","Edu_Cat","Failures","ScreenWidth","ScreenHeight","WebAudio","Browser","Browser_Version","MobileUsed","OS","FullScreenUsed","VSync_Rate_Avg","VSync_Rate_SD","Attention_Check","Difficulties","Questions","RT_sec_Choice","RT_sec_IntBefore","RT_sec_IntAfter","RT_sec_ERQ","RT_sec_DERS","RT_sec_IUS","IntReduce","Effort","Success","RT_sec_IntReduce","RT_sec_Effort","RT_sec_Success","Income","Time_Taken"
"846","sub-208","2023-10-19","0:17:57","0:38:45","Strategy Use",2,"HIU8424","Neither","0","50",10,22,35,0,6,2,19,2,6,20,19,1,3,"No",NA,"30","Male","Male","Black or African American","Single","13","High school degree or GED",FALSE,1920,1080,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,60.654,0.408693038844558,4,"","",4.058,4.224,24.299,142.272,163.732,70.589,NA,NA,NA,NA,NA,NA,"$35,001 - $50,000",1248
"847","sub-208","2023-10-19","0:17:57","0:38:45","Strategy Use",3,"ARF1665","Neither","10","40",10,22,35,0,6,2,19,2,6,20,19,1,3,"No",NA,"30","Male","Male","Black or African American","Single","13","High school degree or GED",FALSE,1920,1080,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,60.654,0.408693038844558,4,"","",1.801,8.654,17.631,142.272,163.732,70.589,NA,NA,NA,NA,NA,NA,"$35,001 - $50,000",1248
"848","sub-208","2023-10-19","0:17:57","0:38:45","Strategy Use",4,"FGV3524","Neither","10","0",10,22,35,0,6,2,19,2,6,20,19,1,3,"No",NA,"30","Male","Male","Black or African American","Single","13","High school degree or GED",FALSE,1920,1080,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,60.654,0.408693038844558,4,"","",1.973,8.077,8.111,142.272,163.732,70.589,NA,NA,NA,NA,NA,NA,"$35,001 - $50,000",1248
"849","sub-209","2023-10-19","0:27:50","0:41:52","Strategy Use",1,"FGV3524","Neither","0","10",8,17,85,2,14,13,21,24,11,18,5,13,6,"No",NA,"23","Male","Male","White or Caucasian","Single","17","Undergradaute degree (BA, BS, etc.)",FALSE,2752,1152,TRUE,"chrome","117.0.0",FALSE,"Windows 10",TRUE,100.696,0.343918595019224,4,"","",10.104,4.727,6.353,28.658,71.366,27.246,NA,NA,NA,NA,NA,NA,"Under $15,000",842
"850","sub-209","2023-10-19","0:27:50","0:41:52","Strategy Use",2,"CNL1892","Neither","5","15",8,17,85,2,14,13,21,24,11,18,5,13,6,"No",NA,"23","Male","Male","White or Caucasian","Single","17","Undergradaute degree (BA, BS, etc.)",FALSE,2752,1152,TRUE,"chrome","117.0.0",FALSE,"Windows 10",TRUE,100.696,0.343918595019224,4,"","",1.596,7.391,9.129,28.658,71.366,27.246,NA,NA,NA,NA,NA,NA,"Under $15,000",842
"851","sub-209","2023-10-19","0:27:50","0:41:52","Strategy Use",3,"ARF1665","Reappraisal","10","30",8,17,85,2,14,13,21,24,11,18,5,13,6,"No",NA,"23","Male","Male","White or Caucasian","Single","17","Undergradaute degree (BA, BS, etc.)",FALSE,2752,1152,TRUE,"chrome","117.0.0",FALSE,"Windows 10",TRUE,100.696,0.343918595019224,4,"","",2.714,5.306,7.007,28.658,71.366,27.246,"5",5,4,5.136,3.433,2.299,"Under $15,000",842
"852","sub-209","2023-10-19","0:27:50","0:41:52","Strategy Use",4,"HIU8424","Neither","30","50",8,17,85,2,14,13,21,24,11,18,5,13,6,"No",NA,"23","Male","Male","White or Caucasian","Single","17","Undergradaute degree (BA, BS, etc.)",FALSE,2752,1152,TRUE,"chrome","117.0.0",FALSE,"Windows 10",TRUE,100.696,0.343918595019224,4,"","",1.677,3.455,5.354,28.658,71.366,27.246,NA,NA,NA,NA,NA,NA,"Under $15,000",842
"853","sub-210","2023-10-19","0:20:29","0:42:53","Strategy Forecast",1,"CNL1892","Distraction","0","0",11,28,30,0,5,3,16,2,4,12,11,1,5,"No",NA,"40","Male","Male","White or Caucasian","Single","12","High school degree or GED",FALSE,1920,1080,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,59.7,1.68466613903171,4,"","",19.065,8.127,7.826,52.134,112.247,49.346,"70",5,4,20.421,21.726,5.687,"Under $15,000",1344
"854","sub-210","2023-10-19","0:20:29","0:42:53","Strategy Forecast",2,"ARF1665","Distraction","0","55",11,28,30,0,5,3,16,2,4,12,11,1,5,"No",NA,"40","Male","Male","White or Caucasian","Single","12","High school degree or GED",FALSE,1920,1080,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,59.7,1.68466613903171,4,"","",12.047,5.24,10.916,52.134,112.247,49.346,"88",2,3,29.799,7.829,7.828,"Under $15,000",1344
"855","sub-210","2023-10-19","0:20:29","0:42:53","Strategy Forecast",3,"FGV3524","Neither","25","27",11,28,30,0,5,3,16,2,4,12,11,1,5,"No",NA,"40","Male","Male","White or Caucasian","Single","12","High school degree or GED",FALSE,1920,1080,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,59.7,1.68466613903171,4,"","",14.047,10.025,8.8,52.134,112.247,49.346,NA,NA,NA,NA,NA,NA,"Under $15,000",1344
"856","sub-210","2023-10-19","0:20:29","0:42:53","Strategy Forecast",4,"HIU8424","Distraction","20","25",11,28,30,0,5,3,16,2,4,12,11,1,5,"No",NA,"40","Male","Male","White or Caucasian","Single","12","High school degree or GED",FALSE,1920,1080,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,59.7,1.68466613903171,4,"","",5.801,6.403,8.036,52.134,112.247,49.346,"65",5,4,7.453,4.016,2.211,"Under $15,000",1344
"857","sub-211","2023-10-19","0:20:44","0:45:2","Strategy Use",1,"CNL1892","Reappraisal","6","0",6,29,81,7,22,9,14,21,8,34,17,17,4,"No",NA,"23","Female","Female","White or Caucasian","Single","12","High school degree or GED",FALSE,1440,900,TRUE,"safari","14.1.2",FALSE,"Mac OS",TRUE,60.182,0.409536323175369,4,"","",9.982,18.319,7.71,99.443,247.594,59.7,"100",0,6,8.24,6.6,7.761,"$75,001 - $100,000",1458
"858","sub-211","2023-10-19","0:20:44","0:45:2","Strategy Use",2,"FGV3524","Reappraisal","2","4",6,29,81,7,22,9,14,21,8,34,17,17,4,"No",NA,"23","Female","Female","White or Caucasian","Single","12","High school degree or GED",FALSE,1440,900,TRUE,"safari","14.1.2",FALSE,"Mac OS",TRUE,60.182,0.409536323175369,4,"","",4.996,7.39,14.623,99.443,247.594,59.7,"100",0,6,5.993,4.626,2.585,"$75,001 - $100,000",1458
"859","sub-211","2023-10-19","0:20:44","0:45:2","Strategy Use",3,"HIU8424","Distraction","4","38",6,29,81,7,22,9,14,21,8,34,17,17,4,"No",NA,"23","Female","Female","White or Caucasian","Single","12","High school degree or GED",FALSE,1440,900,TRUE,"safari","14.1.2",FALSE,"Mac OS",TRUE,60.182,0.409536323175369,4,"","",12.072,9.085,22.569,99.443,247.594,59.7,"70",3,3,12.622,7.174,16.799,"$75,001 - $100,000",1458
"860","sub-211","2023-10-19","0:20:44","0:45:2","Strategy Use",4,"ARF1665","Distraction","22","38",6,29,81,7,22,9,14,21,8,34,17,17,4,"No",NA,"23","Female","Female","White or Caucasian","Single","12","High school degree or GED",FALSE,1440,900,TRUE,"safari","14.1.2",FALSE,"Mac OS",TRUE,60.182,0.409536323175369,4,"","",2.602,10.947,15.649,99.443,247.594,59.7,"70",3,3,6.008,7.769,3.71,"$75,001 - $100,000",1458
"861","sub-212","2023-10-19","0:26:49","0:50:14","Strategy Forecast",1,"HIU8424","Distraction","9","70",13,27,52,6,8,5,21,5,7,19,18,1,6,"No",NA,"26","Male","Male","Hispanic or Latino","Single","14","Some college",FALSE,1920,1080,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,60.766,0.214429475585797,4,"None.","",12.367,11.799,11.837,97.582,104.41,31.607,"30",2,1,7.278,9.398,6.468,"$15,001 - $25,000",1405
"862","sub-212","2023-10-19","0:26:49","0:50:14","Strategy Forecast",2,"ARF1665","Reappraisal","50","60",13,27,52,6,8,5,21,5,7,19,18,1,6,"No",NA,"26","Male","Male","Hispanic or Latino","Single","14","Some college",FALSE,1920,1080,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,60.766,0.214429475585797,4,"None.","",3.357,10.407,5.605,97.582,104.41,31.607,"75",3,4,8.583,7.19,4.853,"$15,001 - $25,000",1405
"863","sub-212","2023-10-19","0:26:49","0:50:14","Strategy Forecast",3,"CNL1892","Reappraisal","60","75",13,27,52,6,8,5,21,5,7,19,18,1,6,"No",NA,"26","Male","Male","Hispanic or Latino","Single","14","Some college",FALSE,1920,1080,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,60.766,0.214429475585797,4,"None.","",77.788,8.567,9.979,97.582,104.41,31.607,"70",2,3,6.335,6.871,7.581,"$15,001 - $25,000",1405
"864","sub-212","2023-10-19","0:26:49","0:50:14","Strategy Forecast",4,"FGV3524","Reappraisal","70","80",13,27,52,6,8,5,21,5,7,19,18,1,6,"No",NA,"26","Male","Male","Hispanic or Latino","Single","14","Some college",FALSE,1920,1080,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,60.766,0.214429475585797,4,"None.","",2.269,4.927,12.101,97.582,104.41,31.607,"30",2,1,12.623,35.903,2.997,"$15,001 - $25,000",1405
"865","sub-213","2023-10-19","0:32:25","0:51:27","Strategy Forecast",1,"ARF1665","Distraction","39","90",23,25,49,1,8,8,17,9,6,15,11,4,0,"No",NA,"47","Male","Male","White or Caucasian","Single","16","Undergradaute degree (BA, BS, etc.)",FALSE,1440,900,TRUE,"safari","15.1.0",FALSE,"Mac OS",TRUE,60.012,0.0268328157299985,4,"","",4.473,19.583,13.069,24.939,85.432,24.587,"80",6,1,41.297,15.018,4.5,"Prefer not to say",1142
"866","sub-213","2023-10-19","0:32:25","0:51:27","Strategy Forecast",2,"FGV3524","Reappraisal","60","74",23,25,49,1,8,8,17,9,6,15,11,4,0,"No",NA,"47","Male","Male","White or Caucasian","Single","16","Undergradaute degree (BA, BS, etc.)",FALSE,1440,900,TRUE,"safari","15.1.0",FALSE,"Mac OS",TRUE,60.012,0.0268328157299985,4,"","",3.722,13.014,14.271,24.939,85.432,24.587,"70",5,3,30.298,4.55,4.381,"Prefer not to say",1142
"867","sub-213","2023-10-19","0:32:25","0:51:27","Strategy Forecast",3,"HIU8424","Neither","55","58",23,25,49,1,8,8,17,9,6,15,11,4,0,"No",NA,"47","Male","Male","White or Caucasian","Single","16","Undergradaute degree (BA, BS, etc.)",FALSE,1440,900,TRUE,"safari","15.1.0",FALSE,"Mac OS",TRUE,60.012,0.0268328157299985,4,"","",5.728,20.512,19.231,24.939,85.432,24.587,NA,NA,NA,NA,NA,NA,"Prefer not to say",1142
"868","sub-213","2023-10-19","0:32:25","0:51:27","Strategy Forecast",4,"CNL1892","Reappraisal","44","65",23,25,49,1,8,8,17,9,6,15,11,4,0,"No",NA,"47","Male","Male","White or Caucasian","Single","16","Undergradaute degree (BA, BS, etc.)",FALSE,1440,900,TRUE,"safari","15.1.0",FALSE,"Mac OS",TRUE,60.012,0.0268328157299985,4,"","",6.147,20.404,6.248,24.939,85.432,24.587,"65",6,2,26.014,3.349,4.754,"Prefer not to say",1142
"869","sub-214","2023-10-19","0:21:23","0:54:22","Strategy Use",1,"FGV3524","Distraction","54","38",14,30,57,8,8,4,17,13,7,24,15,9,4,"No",NA,"59","Male","Male","White or Caucasian","Single","14","Vocational / technical / trade training",FALSE,1638,921,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,120.8,0.749933330370108,4,"","",15.49,54.151,11.714,151.65,338.205,139.305,"64",5,2,9.526,9.367,7.629,"Under $15,000",1979
"870","sub-214","2023-10-19","0:21:23","0:54:22","Strategy Use",2,"CNL1892","Neither","51","54",14,30,57,8,8,4,17,13,7,24,15,9,4,"No",NA,"59","Male","Male","White or Caucasian","Single","14","Vocational / technical / trade training",FALSE,1638,921,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,120.8,0.749933330370108,4,"","",6.485,7.919,52.514,151.65,338.205,139.305,NA,NA,NA,NA,NA,NA,"Under $15,000",1979
"871","sub-214","2023-10-19","0:21:23","0:54:22","Strategy Use",3,"ARF1665","Distraction","54","58",14,30,57,8,8,4,17,13,7,24,15,9,4,"No",NA,"59","Male","Male","White or Caucasian","Single","14","Vocational / technical / trade training",FALSE,1638,921,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,120.8,0.749933330370108,4,"","",7.647,4.12,21.443,151.65,338.205,139.305,"59",3,3,16.791,9.983,4.326,"Under $15,000",1979
"872","sub-214","2023-10-19","0:21:23","0:54:22","Strategy Use",4,"HIU8424","Reappraisal","60","62",14,30,57,8,8,4,17,13,7,24,15,9,4,"No",NA,"59","Male","Male","White or Caucasian","Single","14","Vocational / technical / trade training",FALSE,1638,921,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,120.8,0.749933330370108,4,"","",8.086,17.682,10.781,151.65,338.205,139.305,"68",3,2,9.535,3.791,6.934,"Under $15,000",1979
"873","sub-215","2023-10-19","0:34:18","0:54:39","Strategy Forecast",1,"CNL1892","Neither","0","6",6,33,24,0,2,2,14,2,4,10,10,0,5,"No",NA,"28","Female","Female","White or Caucasian","Single","12","Vocational / technical / trade training",FALSE,1920,1080,TRUE,"firefox","118.0.0",FALSE,"Windows 10",TRUE,60.474,0.494954543367368,4,"","",22.658,18.355,9.624,88.831,179.827,35.186,NA,NA,NA,NA,NA,NA,"$35,001 - $50,000",1221
"874","sub-215","2023-10-19","0:34:18","0:54:39","Strategy Forecast",2,"FGV3524","Neither","6","2",6,33,24,0,2,2,14,2,4,10,10,0,5,"No",NA,"28","Female","Female","White or Caucasian","Single","12","Vocational / technical / trade training",FALSE,1920,1080,TRUE,"firefox","118.0.0",FALSE,"Windows 10",TRUE,60.474,0.494954543367368,4,"","",9.554,11.945,10.794,88.831,179.827,35.186,NA,NA,NA,NA,NA,NA,"$35,001 - $50,000",1221
"875","sub-215","2023-10-19","0:34:18","0:54:39","Strategy Forecast",3,"ARF1665","Reappraisal","2","31",6,33,24,0,2,2,14,2,4,10,10,0,5,"No",NA,"28","Female","Female","White or Caucasian","Single","12","Vocational / technical / trade training",FALSE,1920,1080,TRUE,"firefox","118.0.0",FALSE,"Windows 10",TRUE,60.474,0.494954543367368,4,"","",1.705,4.167,11.879,88.831,179.827,35.186,"32",5,2,25.292,11.692,6.095,"$35,001 - $50,000",1221
"876","sub-215","2023-10-19","0:34:18","0:54:39","Strategy Forecast",4,"HIU8424","Distraction","31","100",6,33,24,0,2,2,14,2,4,10,10,0,5,"No",NA,"28","Female","Female","White or Caucasian","Single","12","Vocational / technical / trade training",FALSE,1920,1080,TRUE,"firefox","118.0.0",FALSE,"Windows 10",TRUE,60.474,0.494954543367368,4,"","",6.003,5.045,5.652,88.831,179.827,35.186,"99",6,0,3.905,8.988,2.454,"$35,001 - $50,000",1221
"877","sub-216","2023-10-19","0:35:34","0:56:7","Strategy Use",1,"HIU8424","Reappraisal","8","24",13,18,51,1,8,7,18,8,9,6,6,0,4,"No",NA,"31","Male","Male","Asian","Single","17","Undergradaute degree (BA, BS, etc.)",FALSE,3200,2000,TRUE,"firefox","118.0.0",FALSE,"Linux",TRUE,60.82,0.645716656127129,4,"","",18.516,10.899,21.421,48.593,155.25,55.641,"3",6,2,12.942,10.755,12.753,"Prefer not to say",1233
"878","sub-216","2023-10-19","0:35:34","0:56:7","Strategy Use",2,"FGV3524","Reappraisal","8","13",13,18,51,1,8,7,18,8,9,6,6,0,4,"No",NA,"31","Male","Male","Asian","Single","17","Undergradaute degree (BA, BS, etc.)",FALSE,3200,2000,TRUE,"firefox","118.0.0",FALSE,"Linux",TRUE,60.82,0.645716656127129,4,"","",7.272,17.689,8.269,48.593,155.25,55.641,"9",6,2,9.734,5.742,3.931,"Prefer not to say",1233
"879","sub-216","2023-10-19","0:35:34","0:56:7","Strategy Use",3,"ARF1665","Reappraisal","7","26",13,18,51,1,8,7,18,8,9,6,6,0,4,"No",NA,"31","Male","Male","Asian","Single","17","Undergradaute degree (BA, BS, etc.)",FALSE,3200,2000,TRUE,"firefox","118.0.0",FALSE,"Linux",TRUE,60.82,0.645716656127129,4,"","",9.509,6.828,12.95,48.593,155.25,55.641,"4",6,2,12.671,6.576,1.983,"Prefer not to say",1233
"880","sub-216","2023-10-19","0:35:34","0:56:7","Strategy Use",4,"CNL1892","Neither","9","12",13,18,51,1,8,7,18,8,9,6,6,0,4,"No",NA,"31","Male","Male","Asian","Single","17","Undergradaute degree (BA, BS, etc.)",FALSE,3200,2000,TRUE,"firefox","118.0.0",FALSE,"Linux",TRUE,60.82,0.645716656127129,4,"","",8.377,3.26,12.718,48.593,155.25,55.641,NA,NA,NA,NA,NA,NA,"Prefer not to say",1233
"881","sub-217","2023-10-19","0:38:54","0:56:26","Strategy Use",1,"HIU8424","Distraction","87","95",22,14,117,21,7,8,35,25,21,20,15,5,2,"No",NA,"52","Male","Male","White or Caucasian","Married","16","Vocational / technical / trade training",FALSE,1536,864,TRUE,"firefox","118.0.0",FALSE,"Windows 10",TRUE,61.24,0.403918308572414,4,"None","None",9.939,12.456,22.703,57.915,125.567,43.873,"94",6,0,15.438,12.195,8.248,"$50,001 - $75,000",1052
"882","sub-217","2023-10-19","0:38:54","0:56:26","Strategy Use",2,"FGV3524","Neither","84","91",22,14,117,21,7,8,35,25,21,20,15,5,2,"No",NA,"52","Male","Male","White or Caucasian","Married","16","Vocational / technical / trade training",FALSE,1536,864,TRUE,"firefox","118.0.0",FALSE,"Windows 10",TRUE,61.24,0.403918308572414,4,"None","None",4.043,9.647,9.038,57.915,125.567,43.873,NA,NA,NA,NA,NA,NA,"$50,001 - $75,000",1052
"883","sub-217","2023-10-19","0:38:54","0:56:26","Strategy Use",3,"CNL1892","Neither","88","88",22,14,117,21,7,8,35,25,21,20,15,5,2,"No",NA,"52","Male","Male","White or Caucasian","Married","16","Vocational / technical / trade training",FALSE,1536,864,TRUE,"firefox","118.0.0",FALSE,"Windows 10",TRUE,61.24,0.403918308572414,4,"None","None",3.101,5.834,20.187,57.915,125.567,43.873,NA,NA,NA,NA,NA,NA,"$50,001 - $75,000",1052
"884","sub-217","2023-10-19","0:38:54","0:56:26","Strategy Use",4,"ARF1665","Neither","89","71",22,14,117,21,7,8,35,25,21,20,15,5,2,"No",NA,"52","Male","Male","White or Caucasian","Married","16","Vocational / technical / trade training",FALSE,1536,864,TRUE,"firefox","118.0.0",FALSE,"Windows 10",TRUE,61.24,0.403918308572414,4,"None","None",2.929,5.355,8.335,57.915,125.567,43.873,NA,NA,NA,NA,NA,NA,"$50,001 - $75,000",1052
"885","sub-218","2023-10-19","0:36:17","0:57:15","Strategy Use",1,"CNL1892","Reappraisal","0","73",7,21,120,18,21,18,22,27,14,30,20,10,6,"No",NA,"24","Female","Female","White or Caucasian","Single","16","Some college",FALSE,1440,900,TRUE,"chrome","116.0.0",FALSE,"Mac OS",TRUE,60.42,0.582923665671586,4,"","",13.417,11.298,23.905,51.696,98.34,38.467,"65",2,2,21.067,19.358,28.309,"$15,001 - $25,000",1258
"886","sub-218","2023-10-19","0:36:17","0:57:15","Strategy Use",2,"HIU8424","Distraction","27","81",7,21,120,18,21,18,22,27,14,30,20,10,6,"No",NA,"24","Female","Female","White or Caucasian","Single","16","Some college",FALSE,1440,900,TRUE,"chrome","116.0.0",FALSE,"Mac OS",TRUE,60.42,0.582923665671586,4,"","",9.105,11.096,14.829,51.696,98.34,38.467,"83",1,1,10.379,5,5.344,"$15,001 - $25,000",1258
"887","sub-218","2023-10-19","0:36:17","0:57:15","Strategy Use",3,"ARF1665","Reappraisal","71","35",7,21,120,18,21,18,22,27,14,30,20,10,6,"No",NA,"24","Female","Female","White or Caucasian","Single","16","Some college",FALSE,1440,900,TRUE,"chrome","116.0.0",FALSE,"Mac OS",TRUE,60.42,0.582923665671586,4,"","",4.803,5.642,9.108,51.696,98.34,38.467,"76",2,1,16.187,3.878,4.931,"$15,001 - $25,000",1258
"888","sub-218","2023-10-19","0:36:17","0:57:15","Strategy Use",4,"FGV3524","Distraction","9","89",7,21,120,18,21,18,22,27,14,30,20,10,6,"No",NA,"24","Female","Female","White or Caucasian","Single","16","Some college",FALSE,1440,900,TRUE,"chrome","116.0.0",FALSE,"Mac OS",TRUE,60.42,0.582923665671586,4,"","",7.795,3.906,12.386,51.696,98.34,38.467,"78",2,1,6.25,3.781,2.93,"$15,001 - $25,000",1258
"889","sub-219","2023-10-19","0:39:37","0:57:20","Strategy Forecast",1,"CNL1892","Reappraisal","32","86",11,27,50,0,8,5,26,5,6,18,17,1,6,"No",NA,"44","Male","Male","White or Caucasian","Married","16","Vocational / technical / trade training",FALSE,1366,768,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,60.362,0.288045135352083,4,"no","no",18.154,16.331,10.411,37.969,111.556,37.609,"66",2,2,33.926,7.444,3.272,"$25,001 - $35,000",1063
"890","sub-219","2023-10-19","0:39:37","0:57:20","Strategy Forecast",2,"ARF1665","Distraction","47","85",11,27,50,0,8,5,26,5,6,18,17,1,6,"No",NA,"44","Male","Male","White or Caucasian","Married","16","Vocational / technical / trade training",FALSE,1366,768,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,60.362,0.288045135352083,4,"no","no",8.698,6.314,15.572,37.969,111.556,37.609,"69",1,2,16.374,9.169,2.383,"$25,001 - $35,000",1063
"891","sub-219","2023-10-19","0:39:37","0:57:20","Strategy Forecast",3,"HIU8424","Reappraisal","48","78",11,27,50,0,8,5,26,5,6,18,17,1,6,"No",NA,"44","Male","Male","White or Caucasian","Married","16","Vocational / technical / trade training",FALSE,1366,768,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,60.362,0.288045135352083,4,"no","no",4.94,8.661,5.862,37.969,111.556,37.609,"63",2,3,23.821,3.125,3.317,"$25,001 - $35,000",1063
"892","sub-219","2023-10-19","0:39:37","0:57:20","Strategy Forecast",4,"FGV3524","Neither","44","68",11,27,50,0,8,5,26,5,6,18,17,1,6,"No",NA,"44","Male","Male","White or Caucasian","Married","16","Vocational / technical / trade training",FALSE,1366,768,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,60.362,0.288045135352083,4,"no","no",5.034,5.682,5.352,37.969,111.556,37.609,NA,NA,NA,NA,NA,NA,"$25,001 - $35,000",1063
"893","sub-220","2023-10-19","0:40:7","0:58:38","Strategy Use",1,"HIU8424","Neither","63","46",8,30,94,16,17,18,19,15,9,29,19,10,6,"No",NA,"33","Male","Male","Hispanic or Latino White or Caucasian","Single","16","Undergradaute degree (BA, BS, etc.)",FALSE,2560,1440,TRUE,"firefox","116.0.0",FALSE,"Windows 10",TRUE,146.208,1.12490888519915,4,"","Just for the record, I was dwelling on some medical issues before watching the videos. The distraction helped me calm down a bit",5.145,7.527,7.786,57.166,137.014,65.14,NA,NA,NA,NA,NA,NA,"Under $15,000",1111
"894","sub-220","2023-10-19","0:40:7","0:58:38","Strategy Use",2,"CNL1892","Neither","45","20",8,30,94,16,17,18,19,15,9,29,19,10,6,"No",NA,"33","Male","Male","Hispanic or Latino White or Caucasian","Single","16","Undergradaute degree (BA, BS, etc.)",FALSE,2560,1440,TRUE,"firefox","116.0.0",FALSE,"Windows 10",TRUE,146.208,1.12490888519915,4,"","Just for the record, I was dwelling on some medical issues before watching the videos. The distraction helped me calm down a bit",1.036,3.081,10.795,57.166,137.014,65.14,NA,NA,NA,NA,NA,NA,"Under $15,000",1111
"895","sub-220","2023-10-19","0:40:7","0:58:38","Strategy Use",3,"FGV3524","Neither","20","44",8,30,94,16,17,18,19,15,9,29,19,10,6,"No",NA,"33","Male","Male","Hispanic or Latino White or Caucasian","Single","16","Undergradaute degree (BA, BS, etc.)",FALSE,2560,1440,TRUE,"firefox","116.0.0",FALSE,"Windows 10",TRUE,146.208,1.12490888519915,4,"","Just for the record, I was dwelling on some medical issues before watching the videos. The distraction helped me calm down a bit",0.587,2.85,5.907,57.166,137.014,65.14,NA,NA,NA,NA,NA,NA,"Under $15,000",1111
"896","sub-220","2023-10-19","0:40:7","0:58:38","Strategy Use",4,"ARF1665","Neither","29","18",8,30,94,16,17,18,19,15,9,29,19,10,6,"No",NA,"33","Male","Male","Hispanic or Latino White or Caucasian","Single","16","Undergradaute degree (BA, BS, etc.)",FALSE,2560,1440,TRUE,"firefox","116.0.0",FALSE,"Windows 10",TRUE,146.208,1.12490888519915,4,"","Just for the record, I was dwelling on some medical issues before watching the videos. The distraction helped me calm down a bit",2.256,5.181,8.706,57.166,137.014,65.14,NA,NA,NA,NA,NA,NA,"Under $15,000",1111
"897","sub-221","2023-10-19","0:42:25","1:0:39","Strategy Forecast",1,"HIU8424","Distraction","6","65",18,28,132,19,22,15,31,26,19,48,28,20,2,"No",NA,"21","Female","Female","White or Caucasian","Married","14","Some college",FALSE,1536,864,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,60.632,0.308901278728335,4,"","",12.329,7.113,22.525,68.493,113.977,43.005,"75",2,5,13.806,14.832,7.643,"$50,001 - $75,000",1094
"898","sub-221","2023-10-19","0:42:25","1:0:39","Strategy Forecast",2,"ARF1665","Reappraisal","65","20",18,28,132,19,22,15,31,26,19,48,28,20,2,"No",NA,"21","Female","Female","White or Caucasian","Married","14","Some college",FALSE,1536,864,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,60.632,0.308901278728335,4,"","",11.981,10.029,21.939,68.493,113.977,43.005,"80",3,5,4.51,8.004,2.94,"$50,001 - $75,000",1094
"899","sub-221","2023-10-19","0:42:25","1:0:39","Strategy Forecast",3,"FGV3524","Reappraisal","20","7",18,28,132,19,22,15,31,26,19,48,28,20,2,"No",NA,"21","Female","Female","White or Caucasian","Married","14","Some college",FALSE,1536,864,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,60.632,0.308901278728335,4,"","",5.515,5.667,11.546,68.493,113.977,43.005,"80",3,5,11.145,4.295,2.379,"$50,001 - $75,000",1094
"900","sub-221","2023-10-19","0:42:25","1:0:39","Strategy Forecast",4,"CNL1892","Reappraisal","7","20",18,28,132,19,22,15,31,26,19,48,28,20,2,"No",NA,"21","Female","Female","White or Caucasian","Married","14","Some college",FALSE,1536,864,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,60.632,0.308901278728335,4,"","",4.78,5.857,8.454,68.493,113.977,43.005,"85",3,5,8.438,2.839,2.521,"$50,001 - $75,000",1094
"901","sub-222","2023-10-19","0:39:50","1:1:47","Strategy Forecast",1,"FGV3524","Neither","50","5",11,31,82,10,17,10,21,14,10,36,23,13,6,"No",NA,"32","Female","Female","Hispanic or Latino Native American","Single","13","High school degree or GED",FALSE,1536,864,TRUE,"chrome","118.0.0",FALSE,"Windows 10",TRUE,60.054,0.0371483512420123,4,"none thank you","",10.35,28.536,15.955,54.873,179.658,58.274,NA,NA,NA,NA,NA,NA,"$35,001 - $50,000",1317
