"","PID","Stage","Question","FirstClick","LastClick","PageSubmit","ClickCount","Response","Answer","Correct"
"4528","A-050","Pre-Exposure","B14","2.541","7.068","15.029","4","st","jelly",0
"4529","A-050","Pre-Exposure","B15","5.9","5.9","15.014","1","NO ANSWER","broad",0
"4530","A-108","One Week Post-Exposure","B01","1.903","1.903","5.281","1","watch","watch",1
"4531","A-108","One Week Post-Exposure","B02","1.769","1.769","3.798","1","bill","bill",1
"4532","A-108","One Week Post-Exposure","B03","1.512","1.512","11.221","1","sugar","sugar",1
"4533","A-108","One Week Post-Exposure","B04","1.744","1.744","9.196","1","bank","bank",1
"4534","A-108","One Week Post-Exposure","B05","2.182","2.182","4.843","1","space","space",1
"4535","A-108","One Week Post-Exposure","B06","2.195","2.195","5.366","1","bunny","bowl",0
"4536","A-108","One Week Post-Exposure","B07","2.624","2.624","11.361","1","ball","ball",1
"4537","A-108","One Week Post-Exposure","B08","1.954","1.954","4.534","1","gas","gas",1
"4538","A-108","One Week Post-Exposure","B09","2.182","2.182","6.143","1","plate","dog",0
"4539","A-108","One Week Post-Exposure","B10","1.86","1.86","11.68","1","air","air",1
"4540","A-108","One Week Post-Exposure","B11","1.765","1.765","8.4","1","check","check",1
"4541","A-108","One Week Post-Exposure","B12","2.137","2.137","9.211","1","slide","post",0
"4542","A-108","One Week Post-Exposure","B13","2.351","2.351","6.648","1","cast","steam",0
"4543","A-108","One Week Post-Exposure","B14","2.362","2.362","5.06","1","cake","jelly",0
"4544","A-108","One Week Post-Exposure","B15","5","5","9.574","1","ball","broad",0
"4545","A-095","Pre-Exposure","B01","3.948","3.948","6.797","1","watch","watch",1
"4546","A-095","Pre-Exposure","B02","2.123","7.021","10.233","2","bill","bill",1
"4547","A-095","Pre-Exposure","B03","3.798","4.655","7.494","2","sugar","sugar",1
"4548","A-095","Pre-Exposure","B04","1.742","2.457","9.301","2","stream","bank",0
"4549","A-095","Pre-Exposure","B05","1.203","7.95","8.493","3","boat","space",0
"4550","A-095","Pre-Exposure","B06","2.338","2.338","5.724","1","bowl","bowl",1
"4551","A-095","Pre-Exposure","B07","1.918","5.95","8.405","3","case","ball",0
"4552","A-095","Pre-Exposure","B08","2.468","9.858","12.233","2","gas","gas",1
"4553","A-095","Pre-Exposure","B09","1.501","9.44","11.673","2","pot","dog",0
"4554","A-095","Pre-Exposure","B10","6.212","6.706","10.161","2","package","air",0
"4555","A-095","Pre-Exposure","B11","2.025","6.187","9.2","2","check","check",1
"4556","A-095","Pre-Exposure","B12","1.839","6.819","9.675","2","foil","post",0
"4557","A-095","Pre-Exposure","B13","1.423","2.643","5.451","2","gas","steam",0
"4558","A-095","Pre-Exposure","B14","2.159","5.648","8.75","2","sushi","jelly",0
"4559","A-095","Pre-Exposure","B15","5.466","8.601","11.378","3","fall","broad",0
"4560","A-090","Immediate Post-Exposure","A01","0.97","14.163","15.02","2","bo","boat",0
"4561","A-090","Immediate Post-Exposure","A02","2.573","6.989","9.397","3","honey","honey",1
"4562","A-090","Immediate Post-Exposure","A03","0.881","1.364","3.611","2","pin","pin",1
"4563","A-090","Immediate Post-Exposure","A04","1.042","14.03","15.014","2","NO ANSWER","blue",0
"4564","A-090","Immediate Post-Exposure","A05","0.882","0.882","15.013","1","NO ANSWER","soap",0
"4565","A-090","Immediate Post-Exposure","A06","0.843","10.173","10.604","3","breakfast","fast",0
"4566","A-090","Immediate Post-Exposure","A07","1.162","3.763","15.012","2","NO ANSWER","copy",0
"4567","A-090","Immediate Post-Exposure","A08","1.06","10.047","15.113","2","NO ANSWER","saw",0
"4568","A-090","Immediate Post-Exposure","A09","2.035","9.569","15.02","2","NO ANSWER","top",0
"4569","A-090","Immediate Post-Exposure","A10","0.96","0.96","15.118","1","NO ANSWER","pack",0
"4570","A-090","Immediate Post-Exposure","A11","1.101","7.635","8.274","3","glove","under",0
"4571","A-090","Immediate Post-Exposure","A12","1.968","12.999","15.114","2","NO ANSWER","sweet",0
"4572","A-090","Immediate Post-Exposure","A13","0.967","9.62","15.018","2","NO ANSWER","suit",0
"4573","A-090","Immediate Post-Exposure","A14","1.181","14.592","15.013","7","NO ANSWER","battle",0
"4574","A-090","Immediate Post-Exposure","A15","1.084","11.237","15.12","2","NO ANSWER","power",0
"4575","A-123","Immediate Post-Exposure","A01","0.933","1.841","6.363","2","boat","boat",1
"4576","A-123","Immediate Post-Exposure","A02","1.167","3.838","8.75","3","honey","honey",1
"4577","A-123","Immediate Post-Exposure","A03","0.927","1.361","4.091","2","pin","pin",1
"4578","A-123","Immediate Post-Exposure","A04","1.2","2.02","5.411","2","blue","blue",1
"4579","A-123","Immediate Post-Exposure","A05","0.92","1.321","5.938","2","soap","soap",1
"4580","A-123","Immediate Post-Exposure","A06","0.937","3.558","11.335","3","fast","fast",1
"4581","A-123","Immediate Post-Exposure","A07","1.025","7.022","12.43","2","air","copy",0
"4582","A-123","Immediate Post-Exposure","A08","0.965","1.499","7.234","2","wind","saw",0
"4583","A-123","Immediate Post-Exposure","A09","1.101","5.417","8.266","2","top","top",1
"4584","A-123","Immediate Post-Exposure","A10","0.897","4.99","7.967","3","pack","pack",1
"4585","A-123","Immediate Post-Exposure","A11","0.891","4.622","15.115","3","top","under",0
"4586","A-123","Immediate Post-Exposure","A12","0.893","2.214","6.947","2","sweet","sweet",1
"4587","A-123","Immediate Post-Exposure","A13","0.862","4.289","8.96","3","school","suit",0
"4588","A-123","Immediate Post-Exposure","A14","0.923","2.708","6.461","2","wreck","battle",0
"4589","A-123","Immediate Post-Exposure","A15","0.878","1.412","9.576","2","see","power",0
"4590","A-122","Immediate Post-Exposure","C01","0.9","4.398","15.117","3","soore","sore",0
"4591","A-122","Immediate Post-Exposure","C02","0.134","3.543","6.262","5","chair","chair",1
"4592","A-122","Immediate Post-Exposure","C03","0.983","5.114","13.128","4","big, hard, fires","day",0
"4593","A-122","Immediate Post-Exposure","C04","1.004","6.237","6.729","4","pot","pot",1
"4594","A-122","Immediate Post-Exposure","C05","1.041","4.277","7.588","3","blind","blind",1
"4595","A-122","Immediate Post-Exposure","C06","0.977","12.022","12.41","4","candle","candle",1
"4596","A-122","Immediate Post-Exposure","C07","0.236","0.236","11.026","1","cart","cart",1
"4597","A-122","Immediate Post-Exposure","C08","1.781","2.566","5.362","2","camp","camp",1
"4598","A-122","Immediate Post-Exposure","C09","1.05","4.226","9.622","3","spring","station",0
"4599","A-122","Immediate Post-Exposure","C10","1.065","5.754","15.018","4","NO ANSWER","mark",0
"4600","A-122","Immediate Post-Exposure","C11","1.092","3.933","14.52","4","end","gate",0
"4601","A-122","Immediate Post-Exposure","C12","1.442","4.587","14.686","3","feild","field",0
"4602","A-122","Immediate Post-Exposure","C13","0.175","4.248","6.509","5","fire","tow",0
"4603","A-122","Immediate Post-Exposure","C14","1.032","6.334","15.011","4","dr","salad",0
"4604","A-122","Immediate Post-Exposure","C15","1.146","4.796","8.242","3","blind","lip",0
"4605","A-089","Immediate Post-Exposure","C01","1.177","5.452","6.138","3","sore","sore",1
"4606","A-089","Immediate Post-Exposure","C02","0.962","4.459","4.95","3","chair","chair",1
"4607","A-089","Immediate Post-Exposure","C03","1.031","3.854","4.361","3","ray","day",0
"4608","A-089","Immediate Post-Exposure","C04","1.005","4.122","4.587","3","pot","pot",1
"4609","A-089","Immediate Post-Exposure","C05","1.379","7.701","8.282","4","back","blind",0
"4610","A-089","Immediate Post-Exposure","C06","0.887","3.83","7.446","2","candle","candle",1
"4611","A-089","Immediate Post-Exposure","C07","0.94","9.168","9.606","3","bag","cart",0
"4612","A-089","Immediate Post-Exposure","C08","0.962","5.68","9.656","2","check","camp",0
"4613","A-089","Immediate Post-Exposure","C09","1.086","7.715","9.967","2","point","station",0
"4614","A-089","Immediate Post-Exposure","C10","1.298","1.812","5.86","2","time","mark",0
"4615","A-089","Immediate Post-Exposure","C11","1.119","4.403","8.15","3","gate","gate",1
"4616","A-089","Immediate Post-Exposure","C12","1.122","7.825","8.273","3","end","field",0
"4617","A-089","Immediate Post-Exposure","C13","1.171","5.346","15.011","3","NO ANSWER","tow",0
"4618","A-089","Immediate Post-Exposure","C14","0.989","6.241","8.4","2","soap","salad",0
"4619","A-089","Immediate Post-Exposure","C15","1.156","3.525","6.086","2","light","lip",0
"4620","A-117","Immediate Post-Exposure","A01","0.773","0.773","15.117","1","NO ANSWER","boat",0
"4621","A-117","Immediate Post-Exposure","A02","0.735","1.228","4.11","2","honey","honey",1
"4622","A-117","Immediate Post-Exposure","A03","1.166","1.65","3.8","2","pin","pin",1
"4623","A-117","Immediate Post-Exposure","A04","0.846","3.396","11.029","3","ink","blue",0
"4624","A-117","Immediate Post-Exposure","A05","1.049","3.52","6.974","2","towel","soap",0
"4625","A-117","Immediate Post-Exposure","A06","1.021","4.037","11.976","3","fast","fast",1
"4626","A-117","Immediate Post-Exposure","A07","0.876","1.461","7.723","2","foot","copy",0
"4627","A-117","Immediate Post-Exposure","A08","3.878","8.39","10.377","2","fairy","saw",0
"4628","A-117","Immediate Post-Exposure","A09","1.398","10.371","12.871","6","gas","top",0
"4629","A-117","Immediate Post-Exposure","A10","1.631","5.868","12.272","4","kingdom","pack",0
"4630","A-117","Immediate Post-Exposure","A11","0.956","4.143","6.659","2","under","under",1
"4631","A-117","Immediate Post-Exposure","A12","0.998","1.523","4.329","2","sweet","sweet",1
"4632","A-117","Immediate Post-Exposure","A13","0.868","3.076","8.427","2","school","suit",0
"4633","A-117","Immediate Post-Exposure","A14","1.447","14.862","15.117","7","NO ANSWER","battle",0
"4634","A-117","Immediate Post-Exposure","A15","0.998","10.321","15.021","2","NO ANSWER","power",0
"4635","A-050","Immediate Post-Exposure","C01","1.667","1.667","8.176","1","sore","sore",1
"4636","A-050","Immediate Post-Exposure","C02","2.078","2.992","9.331","2","chair","chair",1
"4637","A-050","Immediate Post-Exposure","C03","1.194","1.194","15.008","1","b","day",0
"4638","A-050","Immediate Post-Exposure","C04","1.857","1.857","15.107","1","NO ANSWER","pot",0
"4639","A-050","Immediate Post-Exposure","C05","0.009","5.347","7.787","2","night","blind",0
"4640","A-050","Immediate Post-Exposure","C06","1.784","2.938","15.01","2","NO ANSWER","candle",0
"4641","A-050","Immediate Post-Exposure","C07","8.068","8.068","9.867","1","cart","cart",1
"4642","A-050","Immediate Post-Exposure","C08","4.127","4.127","7.705","1","camp","camp",1
"4643","A-050","Immediate Post-Exposure","C09","2.029","2.029","11.327","1","station","station",1
"4644","A-050","Immediate Post-Exposure","C10","1.42","1.42","15.007","1","NO ANSWER","mark",0
"4645","A-050","Immediate Post-Exposure","C11","1.416","1.416","15.006","1","bottl","gate",0
"4646","A-050","Immediate Post-Exposure","C12","1.288","1.288","15.007","1","NO ANSWER","field",0
"4647","A-050","Immediate Post-Exposure","C13","1.663","1.663","9.719","1","monster","tow",0
"4648","A-050","Immediate Post-Exposure","C14","2.155","2.155","9.696","1","fish","salad",0
"4649","A-050","Immediate Post-Exposure","C15","2.06","2.06","10.512","1","book","lip",0
"4650","A-095","Immediate Post-Exposure","C01","7.814","7.814","10.393","1","sore","sore",1
"4651","A-095","Immediate Post-Exposure","C02","6.234","6.234","11.61","1","way","chair",0
"4652","A-095","Immediate Post-Exposure","C03","7.766","7.766","11.278","1","spring","day",0
"4653","A-095","Immediate Post-Exposure","C04","2.859","2.859","9.875","1","pig","pot",0
"4654","A-095","Immediate Post-Exposure","C05","3.556","3.556","6.553","1","blind","blind",1
"4655","A-095","Immediate Post-Exposure","C06","7.479","7.479","15.014","1","NO ANSWER","candle",0
"4656","A-095","Immediate Post-Exposure","C07","5.299","11.637","13.999","4","cart","cart",1
"4657","A-095","Immediate Post-Exposure","C08","7.727","7.727","10.51","1","hot","camp",0
"4658","A-095","Immediate Post-Exposure","C09","4.445","4.445","14.874","1","head","station",0
"4659","A-095","Immediate Post-Exposure","C10","9.537","9.537","12.367","1","mark","mark",1
"4660","A-095","Immediate Post-Exposure","C11","2.74","2.74","9.294","1","stilt","gate",0
"4661","A-095","Immediate Post-Exposure","C12","4.7","4.7","12.869","1","vacation","field",0
"4662","A-095","Immediate Post-Exposure","C13","5.75","5.75","9.511","1","hang","tow",0
"4663","A-095","Immediate Post-Exposure","C14","4.389","4.389","8.071","1","fish","salad",0
"4664","A-095","Immediate Post-Exposure","C15","2.472","2.472","6.408","1","lip","lip",1
"4665","A-109","One Week Post-Exposure","C01","3.174","3.174","6.251","1","Sore","sore",1
"4666","A-109","One Week Post-Exposure","C02","2.761","2.761","5.306","1","Chair","chair",1
"4667","A-109","One Week Post-Exposure","C03","7.202","13.01","13.488","3","Heart","day",0
"4668","A-109","One Week Post-Exposure","C04","7.448","7.448","9.226","1","Pie","pot",0
"4669","A-109","One Week Post-Exposure","C05","0","0","15.127","0","NO ANSWER","blind",0
"4670","A-109","One Week Post-Exposure","C06","2.696","8.552","12.078","3","Candle","candle",1
"4671","A-109","One Week Post-Exposure","C07","8.943","8.943","11.19","1","Cart","cart",1
"4672","A-109","One Week Post-Exposure","C08","1.803","1.803","4.493","1","Camp","camp",1
"4673","A-109","One Week Post-Exposure","C09","0","0","15.009","0","NO ANSWER","station",0
"4674","A-109","One Week Post-Exposure","C10","0","0","15.111","0","NO ANSWER","mark",0
"4675","A-109","One Week Post-Exposure","C11","1.018","12.475","15.108","2","NO ANSWER","gate",0
"4676","A-109","One Week Post-Exposure","C12","0","0","15.009","0","NO ANSWER","field",0
"4677","A-109","One Week Post-Exposure","C13","1.875","1.875","15.112","1","NO ANSWER","tow",0
"4678","A-109","One Week Post-Exposure","C14","0","0","15.01","0","NO ANSWER","salad",0
"4679","A-109","One Week Post-Exposure","C15","0","0","15.009","0","NO ANSWER","lip",0
"4680","A-102","One Week Post-Exposure","B01","10.255","10.255","15.006","1","watch","watch",1
"4681","A-102","One Week Post-Exposure","B02","0","0","15.108","0","NO ANSWER","bill",0
"4682","A-102","One Week Post-Exposure","B03","3.509","3.509","15.007","1","NO ANSWER","sugar",0
"4683","A-102","One Week Post-Exposure","B04","4.015","4.015","15.109","1","NO ANSWER","bank",0
"4684","A-102","One Week Post-Exposure","B05","0","0","15.007","0","NO ANSWER","space",0
"4685","A-102","One Week Post-Exposure","B06","0","0","15.107","0","NO ANSWER","bowl",0
"4686","A-102","One Week Post-Exposure","B07","11.518","11.518","15.007","1","ball","ball",1
"4687","A-102","One Week Post-Exposure","B08","0","0","15.008","0","NO ANSWER","gas",0
"4688","A-102","One Week Post-Exposure","B09","0","0","15.007","0","NO ANSWER","dog",0
"4689","A-102","One Week Post-Exposure","B10","8.342","8.342","14.075","1","man","air",0
"4690","A-102","One Week Post-Exposure","B11","0.201","0.201","15.11","1","NO ANSWER","check",0
"4691","A-102","One Week Post-Exposure","B12","2.445","2.445","15.006","1","post","post",1
"4692","A-102","One Week Post-Exposure","B13","12.686","12.686","15.105","1","NO ANSWER","steam",0
"4693","A-102","One Week Post-Exposure","B14","0","0","15.006","0","NO ANSWER","jelly",0
"4694","A-102","One Week Post-Exposure","B15","13.551","13.551","15.005","1","roo","broad",0
"4695","A-103","One Week Post-Exposure","C01","2.006","2.006","15.008","1","NO ANSWER","sore",0
"4696","A-103","One Week Post-Exposure","C02","2.539","2.539","6.519","1","chair","chair",1
"4697","A-103","One Week Post-Exposure","C03","1.886","1.886","11.454","1","bulb","day",0
"4698","A-103","One Week Post-Exposure","C04","2.195","2.195","8.199","1","pot","pot",1
"4699","A-103","One Week Post-Exposure","C05","4.943","4.943","15.009","1","NO ANSWER","blind",0
"4700","A-103","One Week Post-Exposure","C06","2.499","2.499","6.012","1","candle","candle",1
"4701","A-103","One Week Post-Exposure","C07","1.793","1.793","10.326","1","steering","cart",0
"4702","A-103","One Week Post-Exposure","C08","2.887","2.887","6.069","1","camp","camp",1
"4703","A-103","One Week Post-Exposure","C09","2.489","2.489","15.008","1","NO ANSWER","station",0
"4704","A-103","One Week Post-Exposure","C10","2.052","2.052","8.088","1","solution","mark",0
"4705","A-103","One Week Post-Exposure","C11","2.402","2.402","15.108","1","NO ANSWER","gate",0
"4706","A-103","One Week Post-Exposure","C12","2.02","2.02","11.931","1","vacation","field",0
"4707","A-103","One Week Post-Exposure","C13","2.218","2.218","10.546","1","firetruck","tow",0
"4708","A-103","One Week Post-Exposure","C14","1.73","1.73","7.421","1","fish","salad",0
"4709","A-103","One Week Post-Exposure","C15","2.649","2.649","15.106","1","NO ANSWER","lip",0
"4710","A-104","One Week Post-Exposure","A01","7.474","7.474","10.196","1","time","boat",0
"4711","A-104","One Week Post-Exposure","A02","2.856","2.856","15.106","1","honey","honey",1
"4712","A-104","One Week Post-Exposure","A03","3.017","3.017","7.15","1","pin","pin",1
"4713","A-104","One Week Post-Exposure","A04","3.96","3.96","7.048","1","blue","blue",1
"4714","A-104","One Week Post-Exposure","A05","6.729","6.729","8.485","1","hot","soap",0
"4715","A-104","One Week Post-Exposure","A06","5.025","5.025","11.627","1","bad","fast",0
"4716","A-104","One Week Post-Exposure","A07","6.552","6.552","11.369","1","print","copy",0
"4717","A-104","One Week Post-Exposure","A08","4.057","4.057","13.049","1","brush","saw",0
"4718","A-104","One Week Post-Exposure","A09","5.973","5.973","9.512","1","super","top",0
"4719","A-104","One Week Post-Exposure","A10","4.275","4.275","9.242","1","fat","pack",0
"4720","A-104","One Week Post-Exposure","A11","8.692","8.692","15.11","1","left","under",0
"4721","A-104","One Week Post-Exposure","A12","6.643","6.643","10.242","1","sweet","sweet",1
"4722","A-104","One Week Post-Exposure","A13","4.686","4.686","8.445","1","broke","suit",0
"4723","A-104","One Week Post-Exposure","A14","3.429","3.429","14.407","1","time","battle",0
"4724","A-104","One Week Post-Exposure","A15","3.848","3.848","10.949","1","shoe","power",0
"4725","A-105","One Week Post-Exposure","B01","1.455","1.455","4.962","1","watch","watch",1
"4726","A-105","One Week Post-Exposure","B02","1.695","11.88","12.337","4","bill","bill",1
"4727","A-105","One Week Post-Exposure","B03","1.964","1.964","7.229","1","sugar","sugar",1
"4728","A-105","One Week Post-Exposure","B04","1.682","1.682","12.604","1","letter","bank",0
"4729","A-105","One Week Post-Exposure","B05","1.448","1.448","3.736","1","time","space",0
"4730","A-105","One Week Post-Exposure","B06","6.136","6.136","8.389","1","gold","bowl",0
"4731","A-105","One Week Post-Exposure","B07","2.631","5.597","6.005","2","ball","ball",1
"4732","A-105","One Week Post-Exposure","B08","1.275","1.275","4.255","1","gas","gas",1
"4733","A-105","One Week Post-Exposure","B09","1.356","1.356","13.178","1","cake","dog",0
"4734","A-105","One Week Post-Exposure","B10","1.726","1.726","4.332","1","man","air",0
"4735","A-105","One Week Post-Exposure","B11","1.404","1.404","11.752","1","paper","check",0
"4736","A-105","One Week Post-Exposure","B12","1.39","1.39","15.006","1","white","post",0
"4737","A-105","One Week Post-Exposure","B13","1.3","1.3","11.274","1","deep","steam",0
"4738","A-105","One Week Post-Exposure","B14","1.334","1.334","14.565","1","pie","jelly",0
"4739","A-105","One Week Post-Exposure","B15","2.3","2.3","6.651","1","in","broad",0
"4740","A-111","One Week Post-Exposure","B01","1.644","1.644","7.944","1","cap","watch",0
"4741","A-111","One Week Post-Exposure","B02","10.341","10.341","15.007","1","sto","bill",0
"4742","A-111","One Week Post-Exposure","B03","1.641","1.641","10.8","1","sugar","sugar",1
"4743","A-111","One Week Post-Exposure","B04","2.175","2.175","15.014","1","NO ANSWER","bank",0
"4744","A-111","One Week Post-Exposure","B05","2.072","2.072","4.392","1","space","space",1
"4745","A-111","One Week Post-Exposure","B06","1.084","1.084","5.072","1","NO ANSWER","bowl",0
"4746","A-111","One Week Post-Exposure","B07","1.418","1.418","14.765","1","NO ANSWER","ball",0
"4747","A-111","One Week Post-Exposure","B08","1.649","1.649","7.981","1","NO ANSWER","gas",0
"4748","A-111","One Week Post-Exposure","B09","1.372","1.372","15.013","1","NO ANSWER","dog",0
"4749","A-111","One Week Post-Exposure","B10","1.65","1.65","8.2","1","NO ANSWER","air",0
"4750","A-111","One Week Post-Exposure","B11","0","0","11.063","0","NO ANSWER","check",0
"4751","A-111","One Week Post-Exposure","B12","1.587","8.715","9.207","2","NO ANSWER","post",0
"4752","A-111","One Week Post-Exposure","B13","1.486","1.486","7.067","1","steam","steam",1
"4753","A-111","One Week Post-Exposure","B14","1.5","1.5","5.15","1","oil","jelly",0
"4754","A-111","One Week Post-Exposure","B15","1.414","1.414","7.914","1","NO ANSWER","broad",0
"4755","A-120","One Week Post-Exposure","B01","2.026","6.025","7.92","2","Light","watch",0
"4756","A-120","One Week Post-Exposure","B02","3.818","7.03","8.488","2","Bill","bill",1
"4757","A-120","One Week Post-Exposure","B03","1.465","2.04","4.781","2","Candy","sugar",0
"4758","A-120","One Week Post-Exposure","B04","1.133","6.28","6.701","4","Rock","bank",0
"4759","A-120","One Week Post-Exposure","B05","1.726","1.726","15.014","1","NO ANSWER","space",0
"4760","A-120","One Week Post-Exposure","B06","0.812","4.171","5.792","2","Bowl","bowl",1
"4761","A-120","One Week Post-Exposure","B07","0.633","3.197","15.011","3","NO ANSWER","ball",0
"4762","A-120","One Week Post-Exposure","B08","2.586","13.476","14.349","3","Gas","gas",1
"4763","A-120","One Week Post-Exposure","B09","0.318","14.583","15.11","5","NO ANSWER","dog",0
"4764","A-120","One Week Post-Exposure","B10","1.264","11.049","15.012","4","NO ANSWER","air",0
"4765","A-120","One Week Post-Exposure","B11","0.899","7.512","9.615","2","Check","check",1
"4766","A-120","One Week Post-Exposure","B12","1.065","2.253","15.11","3","NO ANSWER","post",0
"4767","A-120","One Week Post-Exposure","B13","2.998","6.02","6.328","4","Steam","steam",1
"4768","A-120","One Week Post-Exposure","B14","7.263","14.254","15.109","3","Sushi","jelly",0
"4769","A-120","One Week Post-Exposure","B15","1.718","7.088","15.11","4","NO ANSWER","broad",0
"4770","A-118","One Week Post-Exposure","C01","3.113","3.113","6.029","1","sore","sore",1
"4771","A-118","One Week Post-Exposure","C02","2.523","2.523","5.087","1","chair","chair",1
"4772","A-118","One Week Post-Exposure","C03","0","0","15.107","0","NO ANSWER","day",0
"4773","A-118","One Week Post-Exposure","C04","3.563","3.563","5.863","1","pot","pot",1
"4774","A-118","One Week Post-Exposure","C05","0","0","15.108","0","NO ANSWER","blind",0
"4775","A-118","One Week Post-Exposure","C06","0","0","15.008","0","NO ANSWER","candle",0
"4776","A-118","One Week Post-Exposure","C07","0","0","15.006","0","NO ANSWER","cart",0
"4777","A-118","One Week Post-Exposure","C08","0","0","15.007","0","NO ANSWER","camp",0
"4778","A-118","One Week Post-Exposure","C09","0","0","15.008","0","NO ANSWER","station",0
"4779","A-118","One Week Post-Exposure","C10","0","0","15.006","0","NO ANSWER","mark",0
"4780","A-118","One Week Post-Exposure","C11","0","0","15.007","0","NO ANSWER","gate",0
"4781","A-118","One Week Post-Exposure","C12","14.363","14.363","15.006","1","o","field",0
"4782","A-118","One Week Post-Exposure","C13","9.503","9.503","14.169","1","pickup","tow",0
"4783","A-118","One Week Post-Exposure","C14","4.161","4.161","6.388","1","fish","salad",0
"4784","A-118","One Week Post-Exposure","C15","0","0","15.107","0","NO ANSWER","lip",0
"4785","A-120","Pre-Exposure","C01","0","0","15.284","0","NO ANSWER","sore",0
"4786","A-120","Pre-Exposure","C02","0","0","15.057","0","NO ANSWER","chair",0
"4787","A-120","Pre-Exposure","C03","0","0","15.066","0","NO ANSWER","day",0
"4788","A-120","Pre-Exposure","C04","0","0","15.055","0","NO ANSWER","pot",0
"4789","A-120","Pre-Exposure","C05","0","0","15.07","0","NO ANSWER","blind",0
"4790","A-120","Pre-Exposure","C06","0","0","15.072","0","NO ANSWER","candle",0
"4791","A-120","Pre-Exposure","C07","0","0","15.283","0","NO ANSWER","cart",0
"4792","A-120","Pre-Exposure","C08","1.163","1.163","5.278","1","void","camp",0
"4793","A-120","Pre-Exposure","C09","0","0","15.023","0","NO ANSWER","station",0
"4794","A-120","Pre-Exposure","C10","0","0","15.252","0","NO ANSWER","mark",0
"4795","A-120","Pre-Exposure","C11","1.425","6.258","9.976","2","void","gate",0
"4796","A-120","Pre-Exposure","C12","0","0","15.072","0","NO ANSWER","field",0
"4797","A-120","Pre-Exposure","C13","0","0","15.087","0","NO ANSWER","tow",0
"4798","A-120","Pre-Exposure","C14","0","0","15.072","0","NO ANSWER","salad",0
"4799","A-120","Pre-Exposure","C15","0","0","15.084","0","NO ANSWER","lip",0
"4800","A-049","One Week Post-Exposure","C01","3.543","3.543","13.805","1","stain","sore",0
"4801","A-049","One Week Post-Exposure","C02","2.749","2.749","9.131","1","chair","chair",1
"4802","A-049","One Week Post-Exposure","C03","4.997","4.997","11.863","1","star","day",0
"4803","A-049","One Week Post-Exposure","C04","3.052","3.052","15.007","1","NO ANSWER","pot",0
"4804","A-049","One Week Post-Exposure","C05","1.606","1.606","7.51","1","calendar","blind",0
"4805","A-049","One Week Post-Exposure","C06","1.909","2.717","4.845","2","candle","candle",1
"4806","A-049","One Week Post-Exposure","C07","1.956","1.956","7.172","1","steer","cart",0
"4807","A-049","One Week Post-Exposure","C08","3.927","3.927","6.915","1","dirt","camp",0
"4808","A-049","One Week Post-Exposure","C09","3.33","3.33","9.98","1","song","station",0
"4809","A-049","One Week Post-Exposure","C10","3.44","3.44","6.087","1","mark","mark",1
"4810","A-049","One Week Post-Exposure","C11","1.604","1.604","9.276","1","fish","gate",0
"4811","A-049","One Week Post-Exposure","C12","8.041","8.041","11.37","1","score","field",0
"4812","A-049","One Week Post-Exposure","C13","2.558","2.558","10.151","1","lane","tow",0
"4813","A-049","One Week Post-Exposure","C14","1.721","11.188","11.679","2","cook","salad",0
"4814","A-049","One Week Post-Exposure","C15","4.648","12.283","13.841","2","brail","lip",0
"4815","A-120","Pre-Exposure","C01","2.52","9.436","12.046","3","Sore","sore",1
"4816","A-120","Pre-Exposure","C02","0.996","7.164","7.545","4","Chair","chair",1
"4817","A-120","Pre-Exposure","C03","7.708","7.708","15.02","1","NO ANSWER","day",0
"4818","A-120","Pre-Exposure","C04","7.358","8.273","15.015","2","NO ANSWER","pot",0
"4819","A-120","Pre-Exposure","C05","2.307","2.307","15.021","1","NO ANSWER","blind",0
"4820","A-120","Pre-Exposure","C06","1.154","11.398","15.014","4","NO ANSWER","candle",0
"4821","A-120","Pre-Exposure","C07","2.648","3.322","5.757","2","Cart","cart",1
"4822","A-120","Pre-Exposure","C08","1.657","8.674","15.013","2","NO ANSWER","camp",0
"4823","A-120","Pre-Exposure","C09","1.84","1.84","15.113","1","NO ANSWER","station",0
"4824","A-120","Pre-Exposure","C10","1.843","9.334","11.994","4","Mark","mark",1
"4825","A-120","Pre-Exposure","C11","1.765","10.457","12.872","3","Light","gate",0
"4826","A-120","Pre-Exposure","C12","1.221","10.748","15.016","5","NO ANSWER","field",0
"4827","A-120","Pre-Exposure","C13","2.402","11.563","15.01","3","NO ANSWER","tow",0
"4828","A-120","Pre-Exposure","C14","1.99","10.641","11.075","4","Fish","salad",0
"4829","A-120","Pre-Exposure","C15","3.224","10.937","15.114","4","NO ANSWER","lip",0
"4830","A-116","One Week Post-Exposure","A01","4.414","4.414","8.063","1","Boat","boat",1
"4831","A-116","One Week Post-Exposure","A02","1.968","1.968","5.28","1","Honey","honey",1
"4832","A-116","One Week Post-Exposure","A03","2.006","2.006","12.33","1","Pin","pin",1
"4833","A-116","One Week Post-Exposure","A04","3.368","3.368","9.224","1","Paper","blue",0
"4834","A-116","One Week Post-Exposure","A05","2.346","2.346","11.067","1","Soap","soap",1
"4835","A-116","One Week Post-Exposure","A06","2.776","2.776","9.912","1","Fast","fast",1
"4836","A-116","One Week Post-Exposure","A07","2.974","2.974","9.231","1","Fiber","copy",0
"4837","A-116","One Week Post-Exposure","A08","2.2","2.815","5.256","2","Brush","saw",0
