"","PID","Stage","Section","TimeFirstClick","TimeLastClick","TimeSubmission","TimeClickCount","Recall","RecencyDiscrim","Answer"
"2784","A-023","One Week Post-Exposure","Delirium","5.765","5.765","298.14","1","I was given glasses that were supposed to enhance the experience of this section. There was an actor that made a loud sound with a cane of some sort right at the beginning of the section. There were a lot of neon colors on the walls. There was also a room that had a bridge or tunnel of some sort which had a lot of colors and I remember experiencing a sort of spinning effect. Other than that, there was just a lot of neon orange, green, and yellow colors, almost like paint splatters, everywhere.","4","Polka Dots"
"2785","A-023","One Week Post-Exposure","Delirium","5.765","5.765","298.14","1","I was given glasses that were supposed to enhance the experience of this section. There was an actor that made a loud sound with a cane of some sort right at the beginning of the section. There were a lot of neon colors on the walls. There was also a room that had a bridge or tunnel of some sort which had a lot of colors and I remember experiencing a sort of spinning effect. Other than that, there was just a lot of neon orange, green, and yellow colors, almost like paint splatters, everywhere.","5","Snake on Ledge"
"2786","A-023","One Week Post-Exposure","MachShop","111.221","229.236","261.403","4","I don't remember much, but I think this was the section that had the long hallway that took a really long time to walk down and had a lot of flashing strobe lights. There were also characters who were yelling at each other and supposed to be like inmates wandering out of their cells. There was also a lot of smoke and it was almost completely dark without the strobe lights flashing.","1","Bus"
"2787","A-023","One Week Post-Exposure","MachShop","111.221","229.236","261.403","4","I don't remember much, but I think this was the section that had the long hallway that took a really long time to walk down and had a lot of flashing strobe lights. There were also characters who were yelling at each other and supposed to be like inmates wandering out of their cells. There was also a lot of smoke and it was almost completely dark without the strobe lights flashing.","2","Loud Box inside of Jail Cell"
"2788","A-023","One Week Post-Exposure","MachShop","111.221","229.236","261.403","4","I don't remember much, but I think this was the section that had the long hallway that took a really long time to walk down and had a lot of flashing strobe lights. There were also characters who were yelling at each other and supposed to be like inmates wandering out of their cells. There was also a lot of smoke and it was almost completely dark without the strobe lights flashing.","3","Bodies Hanging in Meat Freezer"
"2789","A-023","One Week Post-Exposure","MachShop","111.221","229.236","261.403","4","I don't remember much, but I think this was the section that had the long hallway that took a really long time to walk down and had a lot of flashing strobe lights. There were also characters who were yelling at each other and supposed to be like inmates wandering out of their cells. There was also a lot of smoke and it was almost completely dark without the strobe lights flashing.","4","Floorboards Moves"
"2790","A-023","One Week Post-Exposure","MachShop","111.221","229.236","261.403","4","I don't remember much, but I think this was the section that had the long hallway that took a really long time to walk down and had a lot of flashing strobe lights. There were also characters who were yelling at each other and supposed to be like inmates wandering out of their cells. There was also a lot of smoke and it was almost completely dark without the strobe lights flashing.","5","Large Monsters over Railing"
"2791","A-023","One Week Post-Exposure","Crypt","2.254","2.254","242.309","1","I remember seeing a lot of red and there were like meat or just dead limbs or animals or something hanging from the ceiling. A few of the actors had machinery like saws or hammers. This guy was yelling about cutting out someone's tongue because they were cursing right before I entered. There was a butcher of some kind standing behind a table that might've had some type of meat or something on it.","1","Chainsaw"
"2792","A-023","One Week Post-Exposure","Crypt","2.254","2.254","242.309","1","I remember seeing a lot of red and there were like meat or just dead limbs or animals or something hanging from the ceiling. A few of the actors had machinery like saws or hammers. This guy was yelling about cutting out someone's tongue because they were cursing right before I entered. There was a butcher of some kind standing behind a table that might've had some type of meat or something on it.","2","Air Gun"
"2793","A-023","One Week Post-Exposure","Crypt","2.254","2.254","242.309","1","I remember seeing a lot of red and there were like meat or just dead limbs or animals or something hanging from the ceiling. A few of the actors had machinery like saws or hammers. This guy was yelling about cutting out someone's tongue because they were cursing right before I entered. There was a butcher of some kind standing behind a table that might've had some type of meat or something on it.","3","Table Saw with Hand"
"2794","A-023","One Week Post-Exposure","Crypt","2.254","2.254","242.309","1","I remember seeing a lot of red and there were like meat or just dead limbs or animals or something hanging from the ceiling. A few of the actors had machinery like saws or hammers. This guy was yelling about cutting out someone's tongue because they were cursing right before I entered. There was a butcher of some kind standing behind a table that might've had some type of meat or something on it.","4","Walk Through Box"
"2795","A-023","One Week Post-Exposure","Crypt","2.254","2.254","242.309","1","I remember seeing a lot of red and there were like meat or just dead limbs or animals or something hanging from the ceiling. A few of the actors had machinery like saws or hammers. This guy was yelling about cutting out someone's tongue because they were cursing right before I entered. There was a butcher of some kind standing behind a table that might've had some type of meat or something on it.","5","Gate Drops from Above"
"2796","A-045","One Week Post-Exposure","Take13","5.189","172.221","292.9","2","Take 13 I don't remember almost anything from. I don't remember what happened or what it looked like. There was loud bangs from the walls, an actor opened up a wooden slide from a wall and screamed out. I think there was a woman with a long staff that was telling us about separation anxiety and how if you're scared of being alone you shouldn't walk in. There was a long vault with fog and a single man walking towards you, that part was actually scary because you can't move forward or back since you can't see anything. There was light at the end of the tunnel but he was blocking it. He ran up to me and scared me, whispered in my ear about something that I don't remember at all.  ","1","Man at Typewriter"
"2797","A-045","One Week Post-Exposure","Take13","5.189","172.221","292.9","2","Take 13 I don't remember almost anything from. I don't remember what happened or what it looked like. There was loud bangs from the walls, an actor opened up a wooden slide from a wall and screamed out. I think there was a woman with a long staff that was telling us about separation anxiety and how if you're scared of being alone you shouldn't walk in. There was a long vault with fog and a single man walking towards you, that part was actually scary because you can't move forward or back since you can't see anything. There was light at the end of the tunnel but he was blocking it. He ran up to me and scared me, whispered in my ear about something that I don't remember at all.  ","2","Dentist Chair"
"2798","A-045","One Week Post-Exposure","Take13","5.189","172.221","292.9","2","Take 13 I don't remember almost anything from. I don't remember what happened or what it looked like. There was loud bangs from the walls, an actor opened up a wooden slide from a wall and screamed out. I think there was a woman with a long staff that was telling us about separation anxiety and how if you're scared of being alone you shouldn't walk in. There was a long vault with fog and a single man walking towards you, that part was actually scary because you can't move forward or back since you can't see anything. There was light at the end of the tunnel but he was blocking it. He ran up to me and scared me, whispered in my ear about something that I don't remember at all.  ","3","Studio Mirror"
"2799","A-045","One Week Post-Exposure","Take13","5.189","172.221","292.9","2","Take 13 I don't remember almost anything from. I don't remember what happened or what it looked like. There was loud bangs from the walls, an actor opened up a wooden slide from a wall and screamed out. I think there was a woman with a long staff that was telling us about separation anxiety and how if you're scared of being alone you shouldn't walk in. There was a long vault with fog and a single man walking towards you, that part was actually scary because you can't move forward or back since you can't see anything. There was light at the end of the tunnel but he was blocking it. He ran up to me and scared me, whispered in my ear about something that I don't remember at all.  ","4","Lady in Red Robe"
"2800","A-045","One Week Post-Exposure","Delirium","11.159","19.87","246.669","2","Delirium was very colorful, neon, and there were splashes of color on the walls. The characters lit up with the costumes that they were wearing. I remember it was glow in the dark. My shoes were white so when I looked down they were glowing. The actors came up really close to you but didn't touch you. The walls were glow in the dark and the rooms were small and black with neon splashes of color. There was loud music. I think there was a scary clown character. I was front of the line walking through. The haunted house was very short, we were out of there very fast. ","1","Art Canvas"
"2801","A-045","One Week Post-Exposure","Delirium","11.159","19.87","246.669","2","Delirium was very colorful, neon, and there were splashes of color on the walls. The characters lit up with the costumes that they were wearing. I remember it was glow in the dark. My shoes were white so when I looked down they were glowing. The actors came up really close to you but didn't touch you. The walls were glow in the dark and the rooms were small and black with neon splashes of color. There was loud music. I think there was a scary clown character. I was front of the line walking through. The haunted house was very short, we were out of there very fast. ","2","Get Glasses / Put on Glasses"
"2802","A-045","One Week Post-Exposure","Delirium","11.159","19.87","246.669","2","Delirium was very colorful, neon, and there were splashes of color on the walls. The characters lit up with the costumes that they were wearing. I remember it was glow in the dark. My shoes were white so when I looked down they were glowing. The actors came up really close to you but didn't touch you. The walls were glow in the dark and the rooms were small and black with neon splashes of color. There was loud music. I think there was a scary clown character. I was front of the line walking through. The haunted house was very short, we were out of there very fast. ","3","Large Spiders"
"2803","A-045","One Week Post-Exposure","Delirium","11.159","19.87","246.669","2","Delirium was very colorful, neon, and there were splashes of color on the walls. The characters lit up with the costumes that they were wearing. I remember it was glow in the dark. My shoes were white so when I looked down they were glowing. The actors came up really close to you but didn't touch you. The walls were glow in the dark and the rooms were small and black with neon splashes of color. There was loud music. I think there was a scary clown character. I was front of the line walking through. The haunted house was very short, we were out of there very fast. ","4","Shaky Floor / Bridge"
"2804","A-045","One Week Post-Exposure","Delirium","11.159","19.87","246.669","2","Delirium was very colorful, neon, and there were splashes of color on the walls. The characters lit up with the costumes that they were wearing. I remember it was glow in the dark. My shoes were white so when I looked down they were glowing. The actors came up really close to you but didn't touch you. The walls were glow in the dark and the rooms were small and black with neon splashes of color. There was loud music. I think there was a scary clown character. I was front of the line walking through. The haunted house was very short, we were out of there very fast. ","5","Snake on Ledge"
"2805","A-045","One Week Post-Exposure","MachShop","6.228","189.033","265.197","7","The crypt was my favorite haunted house, although now I really cant remember much of anything that happened in there. I think the crypt was the one where you enter through the bus, and there were dead bodies all across the seats. One actor was in a seat pretending to be dead, then rose up and chased us off the bus. He blended in so well. Then you walk in and there are cages everywhere, some with props in then and others with actors in them. They jump out of the cages and get really close to you. You walk up the stairs into another level of the penitentiary and you get to see the cells of the inmates, this time there are cages with flowers in them, which was odd. Then you walk down a very long vault with jail cells on both sides of you, and there were neon flickering lights on the ceilings.","1","Bus"
"2806","A-045","One Week Post-Exposure","MachShop","6.228","189.033","265.197","7","The crypt was my favorite haunted house, although now I really cant remember much of anything that happened in there. I think the crypt was the one where you enter through the bus, and there were dead bodies all across the seats. One actor was in a seat pretending to be dead, then rose up and chased us off the bus. He blended in so well. Then you walk in and there are cages everywhere, some with props in then and others with actors in them. They jump out of the cages and get really close to you. You walk up the stairs into another level of the penitentiary and you get to see the cells of the inmates, this time there are cages with flowers in them, which was odd. Then you walk down a very long vault with jail cells on both sides of you, and there were neon flickering lights on the ceilings.","2","Loud Box inside of Jail Cell"
"2807","A-045","One Week Post-Exposure","MachShop","6.228","189.033","265.197","7","The crypt was my favorite haunted house, although now I really cant remember much of anything that happened in there. I think the crypt was the one where you enter through the bus, and there were dead bodies all across the seats. One actor was in a seat pretending to be dead, then rose up and chased us off the bus. He blended in so well. Then you walk in and there are cages everywhere, some with props in then and others with actors in them. They jump out of the cages and get really close to you. You walk up the stairs into another level of the penitentiary and you get to see the cells of the inmates, this time there are cages with flowers in them, which was odd. Then you walk down a very long vault with jail cells on both sides of you, and there were neon flickering lights on the ceilings.","3","Character coming Between Jail Cell Grates"
"2808","A-045","One Week Post-Exposure","MachShop","6.228","189.033","265.197","7","The crypt was my favorite haunted house, although now I really cant remember much of anything that happened in there. I think the crypt was the one where you enter through the bus, and there were dead bodies all across the seats. One actor was in a seat pretending to be dead, then rose up and chased us off the bus. He blended in so well. Then you walk in and there are cages everywhere, some with props in then and others with actors in them. They jump out of the cages and get really close to you. You walk up the stairs into another level of the penitentiary and you get to see the cells of the inmates, this time there are cages with flowers in them, which was odd. Then you walk down a very long vault with jail cells on both sides of you, and there were neon flickering lights on the ceilings.","4","Floorboards Moves"
"2809","A-045","One Week Post-Exposure","MachShop","6.228","189.033","265.197","7","The crypt was my favorite haunted house, although now I really cant remember much of anything that happened in there. I think the crypt was the one where you enter through the bus, and there were dead bodies all across the seats. One actor was in a seat pretending to be dead, then rose up and chased us off the bus. He blended in so well. Then you walk in and there are cages everywhere, some with props in then and others with actors in them. They jump out of the cages and get really close to you. You walk up the stairs into another level of the penitentiary and you get to see the cells of the inmates, this time there are cages with flowers in them, which was odd. Then you walk down a very long vault with jail cells on both sides of you, and there were neon flickering lights on the ceilings.","5","Large Monsters over Railing"
"2810","A-045","One Week Post-Exposure","Crypt","1.509","64.484","245.024","7","The machine shop had people that were dismembering bodies. There was a girl actor that screamed ""your worth more in pieces"" or something like that which I found to be scary and true, only because people make a huge profit for selling organs instead of saving lives?? Which is crazy. I remember there was a guy with a chainsaw. There was a guy with a hammer. There was blood, splattered blood on the ground and walls. There were dismembered feet hanging off the walls of a passageway, which was extremely disturbing. There were loud noises that popped out from walls. ","1","Chainsaw"
"2811","A-045","One Week Post-Exposure","Crypt","1.509","64.484","245.024","7","The machine shop had people that were dismembering bodies. There was a girl actor that screamed ""your worth more in pieces"" or something like that which I found to be scary and true, only because people make a huge profit for selling organs instead of saving lives?? Which is crazy. I remember there was a guy with a chainsaw. There was a guy with a hammer. There was blood, splattered blood on the ground and walls. There were dismembered feet hanging off the walls of a passageway, which was extremely disturbing. There were loud noises that popped out from walls. ","2","Air Gun"
"2812","A-045","One Week Post-Exposure","Crypt","1.509","64.484","245.024","7","The machine shop had people that were dismembering bodies. There was a girl actor that screamed ""your worth more in pieces"" or something like that which I found to be scary and true, only because people make a huge profit for selling organs instead of saving lives?? Which is crazy. I remember there was a guy with a chainsaw. There was a guy with a hammer. There was blood, splattered blood on the ground and walls. There were dismembered feet hanging off the walls of a passageway, which was extremely disturbing. There were loud noises that popped out from walls. ","3","Table Saw with Hand"
"2813","A-045","One Week Post-Exposure","Crypt","1.509","64.484","245.024","7","The machine shop had people that were dismembering bodies. There was a girl actor that screamed ""your worth more in pieces"" or something like that which I found to be scary and true, only because people make a huge profit for selling organs instead of saving lives?? Which is crazy. I remember there was a guy with a chainsaw. There was a guy with a hammer. There was blood, splattered blood on the ground and walls. There were dismembered feet hanging off the walls of a passageway, which was extremely disturbing. There were loud noises that popped out from walls. ","4","Body Parts Hanging"
"2814","A-045","One Week Post-Exposure","Crypt","1.509","64.484","245.024","7","The machine shop had people that were dismembering bodies. There was a girl actor that screamed ""your worth more in pieces"" or something like that which I found to be scary and true, only because people make a huge profit for selling organs instead of saving lives?? Which is crazy. I remember there was a guy with a chainsaw. There was a guy with a hammer. There was blood, splattered blood on the ground and walls. There were dismembered feet hanging off the walls of a passageway, which was extremely disturbing. There were loud noises that popped out from walls. ","5","Long Hallway with Strobes"
"2815","A-017","One Week Post-Exposure","Take13","2.891","219.463","240.816","7","Take 13 was one of my favorites because it really brought me back to the 1950 setting. The main thing I remember is the man reenacting a news real and him scaring the living crap out of us as we walked by. He did a really good job staying in character and looking directly into the camera as if he was actually being filmed. Another highlight that really stood out was the woman in the room after the cameraman. She seem to be having some sort of panic attack about what she wants to wear to her event. Immediately after I remember seeing the woman put make up on her face and being very concerned on the way that she looked. This was very scary because she kept looking at me through the mirror as she was putting make up on. The entire vibe and this take 13 was my favorite of the entire experience strictly because it matched the vibe of the eastern state penitentiary so well. ","1","Man at Typewriter"
"2816","A-017","One Week Post-Exposure","Take13","2.891","219.463","240.816","7","Take 13 was one of my favorites because it really brought me back to the 1950 setting. The main thing I remember is the man reenacting a news real and him scaring the living crap out of us as we walked by. He did a really good job staying in character and looking directly into the camera as if he was actually being filmed. Another highlight that really stood out was the woman in the room after the cameraman. She seem to be having some sort of panic attack about what she wants to wear to her event. Immediately after I remember seeing the woman put make up on her face and being very concerned on the way that she looked. This was very scary because she kept looking at me through the mirror as she was putting make up on. The entire vibe and this take 13 was my favorite of the entire experience strictly because it matched the vibe of the eastern state penitentiary so well. ","2","Tub / Shower"
"2817","A-017","One Week Post-Exposure","Take13","2.891","219.463","240.816","7","Take 13 was one of my favorites because it really brought me back to the 1950 setting. The main thing I remember is the man reenacting a news real and him scaring the living crap out of us as we walked by. He did a really good job staying in character and looking directly into the camera as if he was actually being filmed. Another highlight that really stood out was the woman in the room after the cameraman. She seem to be having some sort of panic attack about what she wants to wear to her event. Immediately after I remember seeing the woman put make up on her face and being very concerned on the way that she looked. This was very scary because she kept looking at me through the mirror as she was putting make up on. The entire vibe and this take 13 was my favorite of the entire experience strictly because it matched the vibe of the eastern state penitentiary so well. ","3","Studio Mirror"
"2818","A-017","One Week Post-Exposure","Take13","2.891","219.463","240.816","7","Take 13 was one of my favorites because it really brought me back to the 1950 setting. The main thing I remember is the man reenacting a news real and him scaring the living crap out of us as we walked by. He did a really good job staying in character and looking directly into the camera as if he was actually being filmed. Another highlight that really stood out was the woman in the room after the cameraman. She seem to be having some sort of panic attack about what she wants to wear to her event. Immediately after I remember seeing the woman put make up on her face and being very concerned on the way that she looked. This was very scary because she kept looking at me through the mirror as she was putting make up on. The entire vibe and this take 13 was my favorite of the entire experience strictly because it matched the vibe of the eastern state penitentiary so well. ","4","Director’s Chair"
"2819","A-017","One Week Post-Exposure","Delirium","1.299","1.299","241.004","1","The very first thing I remember with delirium was the room where we first walked in. The green light that was waist high and the smoke with hands coming out from underneath it was very scary and did not expect any of that. After that I remember walking through a circular shape the room as it looked like it was spinning clockwise. From there I remember walking through a clown room that was very scary. The smoke was also very disorienting as I was getting a little confused on where to go. This also was really tough to see exactly the corners and where characters would be popping up. ","1","Splatter Paint"
"2820","A-017","One Week Post-Exposure","Delirium","1.299","1.299","241.004","1","The very first thing I remember with delirium was the room where we first walked in. The green light that was waist high and the smoke with hands coming out from underneath it was very scary and did not expect any of that. After that I remember walking through a circular shape the room as it looked like it was spinning clockwise. From there I remember walking through a clown room that was very scary. The smoke was also very disorienting as I was getting a little confused on where to go. This also was really tough to see exactly the corners and where characters would be popping up. ","2","Get Glasses / Put on Glasses"
"2821","A-017","One Week Post-Exposure","Delirium","1.299","1.299","241.004","1","The very first thing I remember with delirium was the room where we first walked in. The green light that was waist high and the smoke with hands coming out from underneath it was very scary and did not expect any of that. After that I remember walking through a circular shape the room as it looked like it was spinning clockwise. From there I remember walking through a clown room that was very scary. The smoke was also very disorienting as I was getting a little confused on where to go. This also was really tough to see exactly the corners and where characters would be popping up. ","3","Spinning Tunnel"
"2822","A-017","One Week Post-Exposure","Delirium","1.299","1.299","241.004","1","The very first thing I remember with delirium was the room where we first walked in. The green light that was waist high and the smoke with hands coming out from underneath it was very scary and did not expect any of that. After that I remember walking through a circular shape the room as it looked like it was spinning clockwise. From there I remember walking through a clown room that was very scary. The smoke was also very disorienting as I was getting a little confused on where to go. This also was really tough to see exactly the corners and where characters would be popping up. ","4","Polka Dots"
"2823","A-017","One Week Post-Exposure","Delirium","1.299","1.299","241.004","1","The very first thing I remember with delirium was the room where we first walked in. The green light that was waist high and the smoke with hands coming out from underneath it was very scary and did not expect any of that. After that I remember walking through a circular shape the room as it looked like it was spinning clockwise. From there I remember walking through a clown room that was very scary. The smoke was also very disorienting as I was getting a little confused on where to go. This also was really tough to see exactly the corners and where characters would be popping up. ","5","Return Glasses"
"2824","A-017","One Week Post-Exposure","MachShop","2.302","217.427","240.917","15","The crypt was very spooky and the first thing I remember was a lot of smoke and tombstones. Another big highlight was the eerie music that was playing in the background. It was also quite dark and remember being in the back of the line and people following me. I was quite nervous that they would sneak up on me and scare me even more since I was in the back. I also remember hearing soft screams in the background. The fake smoke was also very disorienting. The corners were very tough for me to go around because I did not know what to expect and couldn’t see much","1","Bus"
"2825","A-017","One Week Post-Exposure","MachShop","2.302","217.427","240.917","15","The crypt was very spooky and the first thing I remember was a lot of smoke and tombstones. Another big highlight was the eerie music that was playing in the background. It was also quite dark and remember being in the back of the line and people following me. I was quite nervous that they would sneak up on me and scare me even more since I was in the back. I also remember hearing soft screams in the background. The fake smoke was also very disorienting. The corners were very tough for me to go around because I did not know what to expect and couldn’t see much","2","Jail Cells with Foliage / Nets"
"2826","A-017","One Week Post-Exposure","MachShop","2.302","217.427","240.917","15","The crypt was very spooky and the first thing I remember was a lot of smoke and tombstones. Another big highlight was the eerie music that was playing in the background. It was also quite dark and remember being in the back of the line and people following me. I was quite nervous that they would sneak up on me and scare me even more since I was in the back. I also remember hearing soft screams in the background. The fake smoke was also very disorienting. The corners were very tough for me to go around because I did not know what to expect and couldn’t see much","3","Bodies Hanging in Meat Freezer"
"2827","A-017","One Week Post-Exposure","MachShop","2.302","217.427","240.917","15","The crypt was very spooky and the first thing I remember was a lot of smoke and tombstones. Another big highlight was the eerie music that was playing in the background. It was also quite dark and remember being in the back of the line and people following me. I was quite nervous that they would sneak up on me and scare me even more since I was in the back. I also remember hearing soft screams in the background. The fake smoke was also very disorienting. The corners were very tough for me to go around because I did not know what to expect and couldn’t see much","4","Floorboards Moves"
"2828","A-017","One Week Post-Exposure","MachShop","2.302","217.427","240.917","15","The crypt was very spooky and the first thing I remember was a lot of smoke and tombstones. Another big highlight was the eerie music that was playing in the background. It was also quite dark and remember being in the back of the line and people following me. I was quite nervous that they would sneak up on me and scare me even more since I was in the back. I also remember hearing soft screams in the background. The fake smoke was also very disorienting. The corners were very tough for me to go around because I did not know what to expect and couldn’t see much","5","Down the Stairs"
"2829","A-017","One Week Post-Exposure","Crypt","1.499","240.822","241.257","7","Instantly the very first thing that came to my senses what is the smell of gasoline and hearing the chainsaw start up from the previous group. And houses in the past have always scared me most with a chainsaw. I knew that was going to be the scariest moment for me especially when he started to reach 4 feet with the chainsaw. I also remember there being a lot of banging of metal and loud noises. Walking through a couple rooms there was a man with a hammer banging it on a metal table and screaming at us as he was doing so. This was the most disturbing because I couldn’t hear myself think as he was doing so. The hostess letting us in before we went in was also very scary and intriguing. The first thing I remember was her eyes and how great of a character she was playing as a scary guard. As soon as we walked in there were these cell looking rooms where people would lunge out behind the bars and try to grab us. This was by far one of the scariest starts to the the house that we entered. Overall I was very impressed with the machine shop","1","Chainsaw"
"2830","A-017","One Week Post-Exposure","Crypt","1.499","240.822","241.257","7","Instantly the very first thing that came to my senses what is the smell of gasoline and hearing the chainsaw start up from the previous group. And houses in the past have always scared me most with a chainsaw. I knew that was going to be the scariest moment for me especially when he started to reach 4 feet with the chainsaw. I also remember there being a lot of banging of metal and loud noises. Walking through a couple rooms there was a man with a hammer banging it on a metal table and screaming at us as he was doing so. This was the most disturbing because I couldn’t hear myself think as he was doing so. The hostess letting us in before we went in was also very scary and intriguing. The first thing I remember was her eyes and how great of a character she was playing as a scary guard. As soon as we walked in there were these cell looking rooms where people would lunge out behind the bars and try to grab us. This was by far one of the scariest starts to the the house that we entered. Overall I was very impressed with the machine shop","2","Air Gun"
"2831","A-017","One Week Post-Exposure","Crypt","1.499","240.822","241.257","7","Instantly the very first thing that came to my senses what is the smell of gasoline and hearing the chainsaw start up from the previous group. And houses in the past have always scared me most with a chainsaw. I knew that was going to be the scariest moment for me especially when he started to reach 4 feet with the chainsaw. I also remember there being a lot of banging of metal and loud noises. Walking through a couple rooms there was a man with a hammer banging it on a metal table and screaming at us as he was doing so. This was the most disturbing because I couldn’t hear myself think as he was doing so. The hostess letting us in before we went in was also very scary and intriguing. The first thing I remember was her eyes and how great of a character she was playing as a scary guard. As soon as we walked in there were these cell looking rooms where people would lunge out behind the bars and try to grab us. This was by far one of the scariest starts to the the house that we entered. Overall I was very impressed with the machine shop","3","Table Saw with Hand"
"2832","A-017","One Week Post-Exposure","Crypt","1.499","240.822","241.257","7","Instantly the very first thing that came to my senses what is the smell of gasoline and hearing the chainsaw start up from the previous group. And houses in the past have always scared me most with a chainsaw. I knew that was going to be the scariest moment for me especially when he started to reach 4 feet with the chainsaw. I also remember there being a lot of banging of metal and loud noises. Walking through a couple rooms there was a man with a hammer banging it on a metal table and screaming at us as he was doing so. This was the most disturbing because I couldn’t hear myself think as he was doing so. The hostess letting us in before we went in was also very scary and intriguing. The first thing I remember was her eyes and how great of a character she was playing as a scary guard. As soon as we walked in there were these cell looking rooms where people would lunge out behind the bars and try to grab us. This was by far one of the scariest starts to the the house that we entered. Overall I was very impressed with the machine shop","4","Body Parts Hanging"
"2833","A-017","One Week Post-Exposure","Crypt","1.499","240.822","241.257","7","Instantly the very first thing that came to my senses what is the smell of gasoline and hearing the chainsaw start up from the previous group. And houses in the past have always scared me most with a chainsaw. I knew that was going to be the scariest moment for me especially when he started to reach 4 feet with the chainsaw. I also remember there being a lot of banging of metal and loud noises. Walking through a couple rooms there was a man with a hammer banging it on a metal table and screaming at us as he was doing so. This was the most disturbing because I couldn’t hear myself think as he was doing so. The hostess letting us in before we went in was also very scary and intriguing. The first thing I remember was her eyes and how great of a character she was playing as a scary guard. As soon as we walked in there were these cell looking rooms where people would lunge out behind the bars and try to grab us. This was by far one of the scariest starts to the the house that we entered. Overall I was very impressed with the machine shop","5","Long Hallway with Strobes"
"2834","A-075","One Week Post-Exposure","Take13","1.667","76.843","251.743","4","there were lots of people who looked like old time actors. one room had a guy writing on a type writing and reading off news, like he was typing a newspaper. there was a room with showers and lockers. there was a room that had a vanity with really bright lights but it was very smoky. there was one room where there was a big bed in the middle and a lady in a dress was walking and running around singing, asking who she was going to kill next. there was lots of old music and lots of smoke. we walked past one room that seemed like it had a bar and the guy behind it was slamming stuff onto it really loudly.","1","Man at Typewriter"
"2835","A-075","One Week Post-Exposure","Take13","1.667","76.843","251.743","4","there were lots of people who looked like old time actors. one room had a guy writing on a type writing and reading off news, like he was typing a newspaper. there was a room with showers and lockers. there was a room that had a vanity with really bright lights but it was very smoky. there was one room where there was a big bed in the middle and a lady in a dress was walking and running around singing, asking who she was going to kill next. there was lots of old music and lots of smoke. we walked past one room that seemed like it had a bar and the guy behind it was slamming stuff onto it really loudly.","2","Tub / Shower"
"2836","A-075","One Week Post-Exposure","Take13","1.667","76.843","251.743","4","there were lots of people who looked like old time actors. one room had a guy writing on a type writing and reading off news, like he was typing a newspaper. there was a room with showers and lockers. there was a room that had a vanity with really bright lights but it was very smoky. there was one room where there was a big bed in the middle and a lady in a dress was walking and running around singing, asking who she was going to kill next. there was lots of old music and lots of smoke. we walked past one room that seemed like it had a bar and the guy behind it was slamming stuff onto it really loudly.","3","Studio Mirror"
"2837","A-075","One Week Post-Exposure","Take13","1.667","76.843","251.743","4","there were lots of people who looked like old time actors. one room had a guy writing on a type writing and reading off news, like he was typing a newspaper. there was a room with showers and lockers. there was a room that had a vanity with really bright lights but it was very smoky. there was one room where there was a big bed in the middle and a lady in a dress was walking and running around singing, asking who she was going to kill next. there was lots of old music and lots of smoke. we walked past one room that seemed like it had a bar and the guy behind it was slamming stuff onto it really loudly.","4","Lady in Red Robe"
"2838","A-075","One Week Post-Exposure","Delirium","6.011","807.836","808.152","2","this tour was filled with very bright neon colors, like paint splashed all over the walls, different patterns painted everywhere. the 3d  glasses made these patterns and colors pop even more. there were lots and lots of clowns. there were tons of huge spiders that were also colorful. there was a part you walked through where there was smoke on both sides of you. there was a large rotating tunnels filled with little lights you walked through. ","1","Splatter Paint"
"2839","A-075","One Week Post-Exposure","Delirium","6.011","807.836","808.152","2","this tour was filled with very bright neon colors, like paint splashed all over the walls, different patterns painted everywhere. the 3d  glasses made these patterns and colors pop even more. there were lots and lots of clowns. there were tons of huge spiders that were also colorful. there was a part you walked through where there was smoke on both sides of you. there was a large rotating tunnels filled with little lights you walked through. ","2","Get Glasses / Put on Glasses"
"2840","A-075","One Week Post-Exposure","Delirium","6.011","807.836","808.152","2","this tour was filled with very bright neon colors, like paint splashed all over the walls, different patterns painted everywhere. the 3d  glasses made these patterns and colors pop even more. there were lots and lots of clowns. there were tons of huge spiders that were also colorful. there was a part you walked through where there was smoke on both sides of you. there was a large rotating tunnels filled with little lights you walked through. ","3","Large Spiders"
"2841","A-075","One Week Post-Exposure","Delirium","6.011","807.836","808.152","2","this tour was filled with very bright neon colors, like paint splashed all over the walls, different patterns painted everywhere. the 3d  glasses made these patterns and colors pop even more. there were lots and lots of clowns. there were tons of huge spiders that were also colorful. there was a part you walked through where there was smoke on both sides of you. there was a large rotating tunnels filled with little lights you walked through. ","4","Polka Dots"
"2842","A-075","One Week Post-Exposure","Delirium","6.011","807.836","808.152","2","this tour was filled with very bright neon colors, like paint splashed all over the walls, different patterns painted everywhere. the 3d  glasses made these patterns and colors pop even more. there were lots and lots of clowns. there were tons of huge spiders that were also colorful. there was a part you walked through where there was smoke on both sides of you. there was a large rotating tunnels filled with little lights you walked through. ","5","Snake on Ledge"
"2843","A-075","One Week Post-Exposure","MachShop","87.857","87.857","430.92","1","entered through a school bus where there were lots of fake bodies, smoke, and flashing lights. lots of loud bangs throughout the whole tour. there was a part where it was very very smoky and you could not see anything, people were walking and running around, very loud. we had to go up and down stairs, there were cells where people would run through and jump out at you. there was was a box hanging and shaking really loudly. there were different little paths you could go through.","1","Bus"
